Education_Sector,Entity_Type,School_Number,School_Name,School_Type,School_Status,Address,Address_Town,Address_State,Address_Postcode,Postal Address,Postal_Town,State Code,Postal_Postcode,Phone Number,LGA_ID,LGA_Name,Latitude,Longitude
Government,1,3968,Toorloo Arm Primary School,Primary,O,315 Lake Tyers Beach Road ,Lake Tyers Beach,VIC,3909,315 Lake Tyers Beach Road,Lakes Entrance,VIC,3909,(035) 156-5517,211,East Gippsland (S),148.05097,-37.852539
Government,1,3971,Girgarre Primary School,Primary,O,528 Winter Road ,Girgarre,VIC,3624,P O Box 75,Girgarre,VIC,3624,(035) 854-6275,137,Campaspe (S),144.973758,-36.398106
Government,1,3976,Yaapeet Primary School,Primary,O,4 Woods Street ,Yaapeet,VIC,3424,P O Box 32,Yaapeet,VIC,3424,(035) 395-7260,763,Yarriambiack (S),142.057154,-35.768504
Government,1,3982,Gladysdale Primary School,Primary,O,550 Little Yarra Road ,Gladysdale,VIC,3797,550 Little Yarra Road,Gladysdale,VIC,3797,(035) 966-6202,745,Yarra Ranges (S),145.6509863,-37.82025309
Government,1,3983,Mildura West Primary School,Primary,O,219-227 Ninth Street ,Mildura,VIC,3500,219-227 Ninth Street,Mildura,VIC,3500,(035) 023-1336,478,Mildura (RC),142.151865,-34.179621
Government,1,3987,Moonee Ponds Primary School,Primary,O,87 Wilson Street ,Moonee Ponds,VIC,3039,87 Wilson Street,Moonee Ponds,VIC,3039,(039) 375-2511,506,Moonee Valley (C),144.933694,-37.763411
Government,1,3988,Kingsville Primary School,Primary,O,58 Bishop Street ,Yarraville,VIC,3013,58 Bishop Street,Yarraville,VIC,3013,(039) 314-5869,433,Maribyrnong (C),144.874657,-37.812595
Government,1,3993,Kallista Primary School,Primary,O,72 Monbulk Road ,Kallista,VIC,3791,P O Box 23A,Kallista,VIC,3791,(039) 755-2633,745,Yarra Ranges (S),145.3704501,-37.88529605
Government,1,4015,Essendon North Primary School,Primary,O,112 Keilor Road ,Essendon North,VIC,3041,112 Keilor Road,Essendon North,VIC,3041,(039) 379-3979,506,Moonee Valley (C),144.903031,-37.741493
Government,1,4025,Ascot Vale West Primary School,Primary,O,Langs Rd ,Ascot Vale,VIC,3032,P O Box 154,Ascot Vale,VIC,3032,(039) 370-8784,506,Moonee Valley (C),144.911125,-37.78068
Government,1,4041,Welton Primary School,Primary,O,140 Welton School Road ,Torrumbarry,VIC,3562,140 Welton School Road,Torrumbarry,VIC,3562,(035) 487-7285,137,Campaspe (S),144.500259,-35.988829
Government,1,4055,Hartwell Primary School,Primary,O,Milverton St ,Camberwell,VIC,3124,Milverton St,Camberwell,VIC,3124,(039) 889-4012,111,Boroondara (C),145.084152,-37.847935
Government,1,4057,Red Cliffs Primary School,Primary,O,Murray Avenue ,Red Cliffs,VIC,3496,P O Box 306,Red Cliffs,VIC,3496,(035) 024-1044,478,Mildura (RC),142.185312,-34.311566
Government,1,4060,Wattle Glen Primary School,Primary,O,16-24 Reynolds Road ,Wattle Glen,VIC,3096,PO Box 332,Diamond Creek,VIC,3089,(039) 438-1259,571,Nillumbik (S),145.1819987,-37.66811028
Government,1,4062,Hampton Park Primary School,Primary,O,Somerville Road ,Hampton Park,VIC,3976,Somerville Road,Hampton Park,VIC,3976,(039) 799-1440,161,Casey (C),145.252943,-38.030464
Government,1,4064,Colac West Primary School,Primary,O,12 Ligar Street ,Colac,VIC,3250,Post Office Box 268,Colac,VIC,3250,(035) 231-2479,175,Colac-Otway (S),143.579749,-38.336417
Government,1,4087,Ripponlea Primary School,Primary,O,25 Carrington Grove ,St Kilda East,VIC,3183,25 Carrington Grove,St Kilda East,VIC,3183,(039) 527-5728,231,Glen Eira (C),145.005124,-37.874706
Government,1,4098,Noojee Primary School,Primary,O,65 School Road ,Noojee,VIC,3833,P O Box 90,Noojee,VIC,3833,(035) 628-9558,83,Baw Baw (S),146.007862,-37.895136
Government,1,4112,Montmorency Primary School,Primary,O,Rattray Road ,Montmorency,VIC,3094,P O Box 42 Rattray Road,Montmorency,VIC,3094,(039) 434-5944,66,Banyule (C),145.121599,-37.717652
Government,1,4117,Moriac Primary School,Primary,O,785 Hendy Main Road ,Moriac,VIC,3240,785 Hendy Main Road,Moriac,VIC,3240,(035) 266-1298,649,Surf Coast (S),144.175572,-38.24138556
Government,1,4120,Ringwood North Primary School,Primary,O,172 Oban Road ,Ringwood North,VIC,3134,P O Box 2312,Ringwood North,VIC,3134,(039) 876-3411,441,Maroondah (C),145.230739,-37.79313
Government,1,4123,Red Cliffs East Primary School,Primary,O,Block 67a Nerrum Avenue ,Red Cliffs,VIC,3496,P O Box 320,Red Cliffs,VIC,3496,(035) 024-1147,478,Mildura (RC),142.214274,-34.305108
Government,1,4139,Lloyd Street Primary School,Primary,O,Lloyd Street ,Malvern East,VIC,3145,6- 10 Lloyd Street,Malvern East,VIC,3145,(039) 573-4600,635,Stonnington (C),145.056108,-37.872416
Government,1,4143,Bayswater North Primary School,Primary,O,Stuart Street ,Bayswater North,VIC,3153,Stuart Street,Bayswater,VIC,3153,(039) 729-1744,441,Maroondah (C),145.295621,-37.8288
Government,1,4158,Westbreen Primary School,Primary,O,2-10 Pascoe Street ,Pascoe Vale,VIC,3044,2-10 Pascoe Street,Pascoe Vale,VIC,3044,(039) 306-9481,525,Moreland (C),144.936217,-37.716056
Government,1,4159,Point Cook Prep - Year 9 College,Pri/Sec,O,18 - 50 Ponsford Drive ,Point Cook,VIC,3030,P O Box 6497,Point Cook,VIC,3030,(038) 348-7100,726,Wyndham (C),144.725689,-37.893593
Government,1,4160,Footscray North Primary School,Primary,O,14 Rosamond Road ,Footscray,VIC,3011,P O Box 4253,West Footscray,VIC,3012,(039) 317-9047,433,Maribyrnong (C),144.883372,-37.787746
Government,1,4169,Airly Primary School,Primary,O,226 Airly Estate Road ,Airly,VIC,3851,226 Airly Estate Road,Airly,VIC,3851,(035) 149-8251,681,Wellington (S),147.113897,-38.025712
Government,1,4170,Camberwell South Primary School,Primary,O,Peate Avenue ,Glen Iris,VIC,3146,PEATE AVENUE,Glen Iris,VIC,3146,(039) 889-4295,111,Boroondara (C),145.062612,-37.847905
Government,1,4171,Parkdale Primary School,Primary,O,305-311 Nepean Highway ,Parkdale,VIC,3195,P O Box 2124,Parkdale,VIC,3195,(039) 580-1451,343,Kingston (C),145.082916,-37.992693
Government,1,4176,Hughesdale Primary School,Primary,O,Brine Street ,Hughesdale,VIC,3166,Brine Street,Hughesdale,VIC,3166,(039) 570-4808,497,Monash (C),145.077639,-37.905839
Government,1,4177,Westgarth Primary School,Primary,O,45 Brooke St & 311 Clarke St ,Northcote,VIC,3070,P O Box 59,Northcote,VIC,3070,(039) 481-5577,189,Darebin (C),145.005561,-37.776471
Government,1,4183,Auburn South Primary School,Primary,O,419 Tooronga Road ,Hawthorn East,VIC,3123,419 Tooronga Road,Hawthorn East,VIC,3123,(039) 882-2140,111,Boroondara (C),145.044744,-37.83953
Government,1,4193,Aspendale Primary School,Primary,O,23 Laura Street ,Aspendale,VIC,3195,23 Laura Street,Aspendale,VIC,3195,(039) 580-3255,343,Kingston (C),145.099756,-38.020273
Government,1,4212,Eltham North Primary School,Primary,O,35-47 Wattletree Road ,Eltham North,VIC,3095,35-47 Wattletree Road,Eltham North,VIC,3095,(039) 439-9639,571,Nillumbik (S),145.1508655,-37.70011091
Government,1,4215,Merrivale Primary School,Primary,O,158 Merrivale Drive ,Warrnambool,VIC,3280,P O Box 394,Warrnambool,VIC,3280,(035) 562-7172,673,Warrnambool (C),142.456146,-38.378018
Government,1,4217,Dandenong West Primary School,Primary,O,32 Birdwood Avenue ,Dandenong,VIC,3175,32 Birdwood Avenue,Dandenong,VIC,3175,(039) 792-2868,267,Greater Dandenong (C),145.200416,-37.980741
Government,1,4219,Yarra Road Primary School,Primary,O,222 - 228 Yarra Road ,Croydon,VIC,3136,222 - 228 Yarra Road,Croydon,VIC,3136,(039) 723-4182,441,Maroondah (C),145.272227,-37.766401
Government,1,4220,Aberfeldie Primary School,Primary,O,1 Doone Street ,Essendon,VIC,3040,1 Doone Street,Essendon,VIC,3040,(039) 337-8084,506,Moonee Valley (C),144.895552,-37.7566
Government,1,4224,Manifold Heights Primary School,Primary,O,20-24 Strachan Avenue ,Manifold Heights,VIC,3218,20-24 Strachan Avenue,Manifold Heights,VIC,3218,(035) 229-9643,275,Greater Geelong (C),144.332835,-38.136151
Government,1,4226,Nungurner Primary School,Primary,O,455 Nungurner Road ,Nungurner,VIC,3909,455 Nungurner Road,Nungurner,VIC,3909,(035) 156-3232,211,East Gippsland (S),147.888387,-37.865917
Government,1,4257,Dingley Primary School,Primary,O,111-115 Centre Dandenong Road ,Dingley Village,VIC,3172,P O Box 79,Dingley Village,VIC,3172,(039) 551-3555,343,Kingston (C),145.131935,-37.982679
Government,1,4263,Cardross Primary School,Primary,O,415 Dairtnunk Avenue ,Cardross,VIC,3496,Post Office,Cardross,VIC,3496,(035) 024-1267,478,Mildura (RC),142.145041,-34.288009
Government,1,4265,Albion Primary School,Primary,O,Adelaide Street ,Albion,VIC,3020,ADELAIDE STREET,Albion,VIC,3020,(039) 311-1325,118,Brimbank (C),144.81994,-37.777939
Government,1,4269,Lemnos Primary School,Primary,O,Lemnos Road ,Lemnos,VIC,3631,"74-76 Lemnos North Road,",Lemnos,VIC,3631,(035) 829-9287,283,Greater Shepparton (C),145.462459,-36.358053
Government,1,4275,Tarwin Lower Primary School,Primary,O,School Road ,Tarwin Lower,VIC,3956,School Road,Tarwin Lower,VIC,3956,(035) 663-5263,617,South Gippsland (S),145.86706,-38.702574
Government,1,4290,Nepean Special School,Special,O,33 Klauer St ,Seaford,VIC,3198,Po Box 2721,Seaford,VIC,3198,(039) 786-9111,217,Frankston (C),145.14233,-38.119433
Government,1,4304,Brunswick South West Primary School,Primary,O,South Daly Street ,Brunswick West,VIC,3055,South Daly Street,Brunswick West,VIC,3055,(039) 387-6886,525,Moreland (C),144.943182,-37.77057
Government,1,4309,Bell Primary School,Primary,O,78A Oakover Road ,Preston,VIC,3072,78a Oakover Road,Preston,VIC,3072,(039) 480-5622,189,Darebin (C),144.990725,-37.747893
Government,1,4314,Chatham Primary School,Primary,O,Weybridge Street ,Surrey Hills,VIC,3127,Weybridge Street,Surrey Hills,VIC,3127,(039) 830-1933,111,Boroondara (C),145.091885,-37.817113
Government,1,4315,Caulfield South Primary School,Primary,O,24 Bundeera Road ,Caulfield South,VIC,3162,24 Bundeera Road,Caulfield South,VIC,3162,(039) 578-3718,231,Glen Eira (C),145.030446,-37.89525
Government,1,4317,Ashburton Primary School,Primary,O,Fakenham Road ,Ashburton,VIC,3147,FAKENHAM ROAD,Ashburton,VIC,3147,(039) 885-2559,111,Boroondara (C),145.083814,-37.86221
Government,1,4318,Bentleigh West Primary School,Primary,O,23 Brewer Road ,Bentleigh,VIC,3204,23 Brewer Road,Bentleigh,VIC,3204,(039) 557-1228,231,Glen Eira (C),145.026767,-37.920585
Government,1,4324,Seaspray Primary School,Primary,O,15 Prospect Road ,Seaspray,VIC,3851,15 Prospect Road,Seaspray,VIC,3851,(035) 146-4393,681,Wellington (S),147.170623,-38.356489
Government,1,4332,Anglesea Primary School,Primary,O,85 Camp Road ,Anglesea,VIC,3230,85 Camp Road,Anglesea,VIC,3230,(035) 263-1231,649,Surf Coast (S),144.191837,-38.39678
Government,1,4341,Briar Hill Primary School,Primary,O,25 Gladstone Road ,Briar Hill,VIC,3088,P O Box 49,Briar Hill,VIC,3088,(039) 435-1633,66,Banyule (C),145.116219,-37.708307
Government,1,4359,Zeerust Primary School,Primary,O,245 Zeerust Road ,Zeerust,VIC,3634,245 Zeerust Road,Zeerust,VIC,3634,(035) 829-8282,283,Greater Shepparton (C),145.405067,-36.277196
Government,1,4366,Mckinnon Primary School,Primary,O,253 Tucker Road ,Ormond,VIC,3204,253 TUCKER ROAD,Ormond,VIC,3204,(039) 578-1851,231,Glen Eira (C),145.052795,-37.908049
Government,1,4384,Clayton South Primary School,Primary,O,539 Clayton Road ,Clayton South,VIC,3169,P O Box 1205,Clayton South,VIC,3169,(039) 558-0599,343,Kingston (C),145.11622,-37.94054
Government,1,4386,Ivanhoe East Primary School,Primary,O,35 Warncliffe Road ,Ivanhoe East,VIC,3079,35 Warncliffe Road,Ivanhoe East,VIC,3079,(039) 499-2171,66,Banyule (C),145.059453,-37.774587
Government,1,4387,Cobains Primary School,Primary,O,3 Crofts Road ,Cobains,VIC,3851,3 CROFTS ROAD,Cobains,VIC,3851,(035) 149-8274,681,Wellington (S),147.132279,-38.074794
Government,1,4389,Mildura South Primary School,Primary,O,593 Deakin Avenue ,Mildura South,VIC,3501,P O Box SM73,Mildura South,VIC,3501,(035) 023-2148,478,Mildura (RC),142.126787,-34.213477
Government,1,4398,Tate Street Primary School Geelong,Primary,O,Tate Street ,Geelong East,VIC,3219,TATE STREET,Geelong East,VIC,3219,(035) 221-2780,275,Greater Geelong (C),144.379195,-38.166053
Government,1,4399,Brunswick North West Primary School,Primary,O,Culloden Street ,Brunswick West,VIC,3055,Culloden Street,Brunswick West,VIC,3055,(039) 386-4624,525,Moreland (C),144.943099,-37.756539
Government,1,4401,Katandra West Primary School,Primary,O,17-27 Bankin Street ,Katandra West,VIC,3634,"17 - 27 Bankin Street,",Katandra West,VIC,3634,(035) 828-3350,283,Greater Shepparton (C),145.560714,-36.225467
Government,1,4407,Fleetwood Primary School,Primary,O,97 Fleetwood Drive ,Narre Warren,VIC,3805,97 FLEETWOOD DRIVE,Narre Warren,VIC,3805,(039) 705-2281,161,Casey (C),145.317037,-38.039356
Government,1,4416,Sunnycliffs Primary School,Primary,O,Sunnycliffs Crescent ,Sunnycliffs,VIC,3496,Post Office,Sunnycliffs,VIC,3496,(035) 024-1684,478,Mildura (RC),142.19269,-34.279557
Government,1,4429,Sandringham East Primary School,Primary,O,9 Holloway Road ,Sandringham,VIC,3191,P O Box 4232,Black Rock,VIC,3193,(039) 598-1704,91,Bayside (C),145.022221,-37.956668
Government,1,4440,Seaholme Primary School,Primary,O,Cnr Millers Rd & Civic Parade ,Seaholme,VIC,3018,Box 171,Altona,VIC,3018,(039) 398-2806,311,Hobsons Bay (C),144.8403785,-37.86463903
Government,1,4458,Somers Primary School,Primary,O,87 Camp Hill Road ,Somers,VIC,3927,87 CAMP HILL ROAD,Somers,VIC,3927,(035) 983-5546,534,Mornington Peninsula (S),145.164606,-38.392117
Government,1,4465,Travancore School,Special,O,50 Flemington Street ,TRAVANCORE,VIC,3032,50 Flemington Street,Travancore,VIC,3032,(039) 345-6053,506,Moonee Valley (C),144.934867,-37.781903
Government,1,4530,Upwey Primary School,Primary,O,15 Darling Avenue ,Upwey,VIC,3158,15 Darling Avenue,Upwey,VIC,3158,(039) 754-2369,745,Yarra Ranges (S),145.3328027,-37.90286736
Government,1,4543,Coburg North Primary School,Primary,O,180 O'Hea Street ,Coburg,VIC,3058,P O Box 196,Pascoe Vale South,VIC,3044,(039) 354-1660,525,Moreland (C),144.951883,-37.736032
Government,1,4568,Rosanna Primary School,Primary,O,Grandview Grove ,Rosanna,VIC,3084,P O Box 427,Rosanna,VIC,3084,(039) 457-2592,66,Banyule (C),145.062899,-37.735395
Government,1,4582,Wantirna South Primary School,Primary,O,16 Tyner Road ,Wantirna South,VIC,3152,16 Tyner Road,Wantirna South,VIC,3152,(039) 801-1900,367,Knox (C),145.237339,-37.872529
Government,1,4612,Strathmore Primary School,Primary,O,14-34 Lloyd Street ,Strathmore,VIC,3041,14-34 Lloyd Street,Strathmore,VIC,3041,(039) 379-5693,506,Moonee Valley (C),144.917112,-37.735557
Government,1,4638,Balwyn North Primary School,Primary,O,Buchanan Avenue ,Balwyn North,VIC,3104,Buchanan Avenue,Balwyn North,VIC,3104,(039) 859-4258,111,Boroondara (C),145.0764973,-37.79638413
Government,1,4641,Solway Primary School,Primary,O,Winton Road ,Ashburton,VIC,3147,Winton Road,Ashburton,VIC,3147,(039) 885-2421,111,Boroondara (C),145.07283,-37.873238
Government,1,4642,Wangaratta West Primary School,Primary,O,47-49 Phillipson Street ,Wangaratta,VIC,3677,P O Box 169,Wangaratta,VIC,3676,(035) 721-3491,670,Wangaratta (RC),146.304421,-36.35413
Government,1,4644,Mount Beauty Primary School,Primary,O,Lakeside Avenue ,Mount Beauty,VIC,3699,P O Box 34,Mount Beauty,VIC,3699,(035) 754-4354,11,Alpine (S),147.17159,-36.739498
Government,1,4646,Newlands Primary School,Primary,O,2-26 Murphy Street ,Preston,VIC,3072,P O Box 778 Newlands Estate,East Coburg,VIC,3058,(039) 354-2928,189,Darebin (C),144.984747,-37.730062
Government,1,4647,Somers School Camp,Primary,O,124 Lord Somers Road ,Somers,VIC,3927,124 Lord Somers Road,Somers,VIC,3927,(035) 983-5302,534,Mornington Peninsula (S),145.145747,-38.388785
Government,1,4650,Newborough Primary School,Primary,O,24 Murray Road ,Newborough,VIC,3825,P O Box 54,Newborough,VIC,3825,(035) 127-1448,381,Latrobe (C),146.292787,-38.188582
Government,1,4652,Traralgon (Stockdale Road) Primary School,Primary,O,7 Stockdale Road ,Traralgon,VIC,3844,P O Box 552,Traralgon,VIC,3844,(035) 174-1607,381,Latrobe (C),146.524169,-38.18998
Government,1,4657,Gowrie Street Primary School Shepparton,Primary,O,1-19 Gowrie Street ,Shepparton,VIC,3630,P O Box 227,Shepparton,VIC,3632,(035) 821-3100,283,Greater Shepparton (C),145.396348,-36.366802
Government,1,4661,Tootgarook Primary School,Primary,O,Carmichael Street ,Tootgarook,VIC,3941,P O Box 242,Rye,VIC,3941,(035) 985-2864,534,Mornington Peninsula (S),144.857321,-38.369477
Government,1,4662,Moe (South Street) Primary School,Primary,O,34 South Street ,Moe,VIC,3825,P O Box 612,Moe,VIC,3825,(035) 127-1512,381,Latrobe (C),146.260064,-38.183188
Government,1,4663,Roslyn Primary School,Primary,O,183 Roslyn Road ,Belmont,VIC,3216,P O Box 292,Belmont,VIC,3216,(035) 243-3538,275,Greater Geelong (C),144.329816,-38.174006
Government,1,4665,Newport Gardens Primary School,Primary,O,Cnr Woods St & Maddox Rd ,Newport,VIC,3015,P O Box 3183,Newport,VIC,3015,(039) 391-2168,311,Hobsons Bay (C),144.867692,-37.84488
Government,1,4666,St Georges Road Primary School Shepparton,Primary,O,120 St Georges Road ,Shepparton,VIC,3630,120 St Georges Road,Shepparton,VIC,3630,(035) 821-3383,283,Greater Shepparton (C),145.405737,-36.390092
Government,1,4669,Malvern Valley Primary School,Primary,O,Abbotsford Avenue ,Malvern East,VIC,3145,Abbotsford Avenue,Malvern East,VIC,3145,(039) 569-5820,635,Stonnington (C),145.081553,-37.880801
Government,1,4670,Newborough East Primary School,Primary,O,300 Old Sale Road ,Newborough,VIC,3825,P O Box 72,Newborough,VIC,3825,(035) 126-1399,381,Latrobe (C),146.29376,-38.179
Government,1,4675,Belmore School,Special,O,49 Stroud Street ,Balwyn,VIC,3103,49 Stroud Street,Balwyn,VIC,3103,(039) 859-8762,111,Boroondara (C),145.081145,-37.804284
Government,1,4679,Croxton Special School,Special,O,159-165 Beaconsfield Parade ,Northcote,VIC,3070,159-165 Beaconsfield Parade,Northcote,VIC,3070,(039) 482-5482,189,Darebin (C),144.9873978,-37.76399724
Government,1,4681,Herne Hill Primary School,Primary,O,2-24 Gwynne Street ,Hamlyn Heights,VIC,3218,2-24 Gwynne Street,Hamlyn Heights,VIC,3218,(035) 278-4117,275,Greater Geelong (C),144.332405,-38.129536
Government,1,4682,Frankston East Primary School,Primary,O,6A Ashleigh Avenue ,Frankston,VIC,3199,P O Box 7154,Karingal Centre,VIC,3199,(039) 789-9552,217,Frankston (C),145.145122,-38.14633
Government,1,4685,Selby Primary School,Primary,O,2 Morley Street ,Selby,VIC,3159,2 Morley Street,Selby,VIC,3159,(039) 754-2675,745,Yarra Ranges (S),145.366817,-37.91135772
Government,1,4686,Reservoir East Primary School,Primary,O,58 Boldrewood Parade ,Reservoir,VIC,3073,58 Boldrewood Parade,Reservoir,VIC,3073,(039) 460-1569,189,Darebin (C),145.021837,-37.719975
Government,1,4687,Tucker Road Bentleigh Primary School,Primary,O,16 Tucker Rd ,Bentleigh,VIC,3204,P O Box 1341,Moorabbin,VIC,3189,(039) 557-2044,231,Glen Eira (C),145.049012,-37.932543
Government,1,4689,Katunga Primary School,Primary,O,24 CARTER STREET ,Katunga,VIC,3640,24 CARTER STREET,Katunga,VIC,3640,(035) 864-6365,490,Moira (S),145.455613,-35.998559
Government,1,4690,Ballarat North Primary School,Primary,O,513 Landsborough Street ,Ballarat,VIC,3350,P O Box 150N,Ballarat North,VIC,3350,(035) 333-3387,57,Ballarat (C),143.8628108,-37.54009926
Government,1,4691,Bandiana Primary School,Primary,O,44 Leumeah Road ,Bandiana,VIC,3694,P O Box 20,Bandiana Milpo,VIC,3694,(026) 056-2826,717,Wodonga (C),146.927135,-36.152965
Government,1,4694,Greythorn Primary School,Primary,O,Reading Avenue ,Balwyn North,VIC,3104,Reading Avenue,Balwyn North,VIC,3104,(039) 857-9762,111,Boroondara (C),145.09588,-37.801459
Government,1,4695,Warragul North Primary School,Primary,O,5 O'Dowds Road ,Warragul,VIC,3820,P O Box 354,Warragul,VIC,3820,(035) 623-4066,83,Baw Baw (S),145.939854,-38.148107
Government,1,4697,Horsham West and Haven Primary School,Primary,O,24 Hillary Street ,Horsham,VIC,3400,P O Box 643,Horsham,VIC,3402,(035) 382-1285,319,Horsham (RC),142.179993,-36.717424
Government,1,4699,Traralgon (Kosciuszko Street) Primary School,Primary,O,36 Kosciuszko Street ,Traralgon,VIC,3844,P O Box 584,Traralgon,VIC,3844,(035) 174-2512,381,Latrobe (C),146.515364,-38.199268
Government,1,4700,Traralgon (Liddiard Road) Primary School,Primary,O,148 Liddiard Road ,Traralgon,VIC,3844,P O Box 264,Traralgon,VIC,3844,(035) 174-1795,381,Latrobe (C),146.551488,-38.201551
